"","Date"
"417021","1986-10-02T04:00:00Z"
"417024","1986-10-03T04:00:00Z"
"417027","1986-10-04T04:00:00Z"
"417030","1986-10-08T04:00:00Z"
"417046","1986-10-09T04:00:00Z"
"417062","1986-10-10T04:00:00Z"
"417078","1986-10-14T04:00:00Z"
"417094","1986-10-11T04:00:00Z"
"417124","1986-10-16T04:00:00Z"
"417127","1986-10-17T04:00:00Z"
"417130","1986-10-18T04:00:00Z"
"417133","1986-10-21T04:00:00Z"
"417136","1986-10-23T04:00:00Z"
"417137","1986-10-24T04:00:00Z"
"417138","1986-10-25T04:00:00Z"
"417139","1986-10-28T05:00:00Z"
"417148","1986-10-30T05:00:00Z"
"417164","1986-10-31T05:00:00Z"
"417180","1986-11-01T05:00:00Z"
"417196","1986-11-04T05:00:00Z"
"417199","1986-11-06T05:00:00Z"
"417214","1986-11-07T05:00:00Z"
"417229","1986-11-08T05:00:00Z"
"417244","1986-11-11T05:00:00Z"
"417259","1986-11-12T05:00:00Z"
"417363","1986-11-13T05:00:00Z"
"417383","1986-11-14T05:00:00Z"
"417403","1986-11-15T05:00:00Z"
"417423","1986-11-19T05:00:00Z"
"417489","1986-11-22T05:00:00Z"
"417555","1986-11-20T05:00:00Z"
"417567","1986-11-21T05:00:00Z"
"417591","1986-11-25T05:00:00Z"
"417603","1986-11-26T05:00:00Z"
"417643","1986-11-28T05:00:00Z"
"417683","1986-11-29T05:00:00Z"
"417723","1986-12-03T05:00:00Z"
"417735","1986-12-04T05:00:00Z"
"417738","1986-12-05T05:00:00Z"
"417741","1986-12-06T05:00:00Z"
"417744","1986-12-09T05:00:00Z"
"417887","1986-12-11T05:00:00Z"
"417892","1986-12-12T05:00:00Z"
"417897","1986-12-13T05:00:00Z"
"417902","1986-12-15T05:00:00Z"
"418055","1986-12-16T05:00:00Z"
"418060","1986-12-18T05:00:00Z"
"418070","1986-12-19T05:00:00Z"
"418074","1986-12-20T05:00:00Z"
"418078","1986-12-30T05:00:00Z"
"418094","1987-01-02T05:00:00Z"
"418110","1987-01-03T05:00:00Z"
"418126","1986-12-31T05:00:00Z"
"418146","1987-01-05T05:00:00Z"
"418210","1987-01-06T05:00:00Z"
"418226","1987-01-08T05:00:00Z"
"418232","1987-01-09T05:00:00Z"
"418238","1987-01-10T05:00:00Z"
"418244","1987-01-13T05:00:00Z"
"418250","1987-01-15T05:00:00Z"
"418258","1987-01-16T05:00:00Z"
"418266","1987-01-17T05:00:00Z"
"418274","1987-01-20T05:00:00Z"
"418282","1987-01-21T05:00:00Z"
"418287","1987-01-24T05:00:00Z"
"418292","1987-01-22T05:00:00Z"
"418402","1987-01-23T05:00:00Z"
"418447","1987-01-27T05:00:00Z"
"418492","1987-01-25T05:00:00Z"
"418556","1987-01-29T05:00:00Z"
"418560","1987-01-30T05:00:00Z"
"418564","1987-01-31T05:00:00Z"
"418568","1987-02-03T05:00:00Z"
"418572","1987-02-05T05:00:00Z"
"418580","1987-02-06T05:00:00Z"
"418588","1987-02-07T05:00:00Z"
"418596","1987-02-10T05:00:00Z"
"418604","1987-02-12T05:00:00Z"
"418616","1987-02-13T05:00:00Z"
"418628","1987-02-14T05:00:00Z"
"418640","1987-02-17T05:00:00Z"
"418652","1987-02-15T05:00:00Z"
"418692","1987-02-19T05:00:00Z"
"418704","1987-02-20T05:00:00Z"
"418716","1987-02-21T05:00:00Z"
"418728","1987-02-24T05:00:00Z"
"418740","1987-02-26T05:00:00Z"
"418744","1987-02-27T05:00:00Z"
"418748","1987-02-28T05:00:00Z"
"418752","1987-03-03T05:00:00Z"
"418765","1987-03-04T05:00:00Z"
"418774","1987-03-02T05:00:00Z"
"418818","1987-03-05T05:00:00Z"
"418822","1987-03-06T05:00:00Z"
"418826","1987-03-07T05:00:00Z"
"418830","1987-03-10T05:00:00Z"
"418834","1987-03-12T05:00:00Z"
"418837","1987-03-13T05:00:00Z"
"418840","1987-03-14T05:00:00Z"
"418843","1987-03-17T05:00:00Z"
"418846","1987-03-19T05:00:00Z"
"418851","1987-03-20T05:00:00Z"
"418856","1987-03-21T05:00:00Z"
"418861","1987-03-24T05:00:00Z"
"418866","1987-03-26T05:00:00Z"
"418869","1987-03-27T05:00:00Z"
"418872","1987-03-28T05:00:00Z"
"418875","1987-03-31T05:00:00Z"
"418882","1987-04-01T05:00:00Z"
"418886","1987-04-02T05:00:00Z"
"418889","1987-04-03T05:00:00Z"
"418892","1987-04-04T05:00:00Z"
"418895","1987-04-07T04:00:00Z"
"418898","1987-04-05T05:00:00Z"
"418963","1987-04-09T04:00:00Z"
"418966","1987-04-10T04:00:00Z"
"418969","1987-04-11T04:00:00Z"
"418972","1987-04-14T04:00:00Z"
"418975","1987-04-16T04:00:00Z"
"418978","1987-04-17T04:00:00Z"
"418981","1987-04-18T04:00:00Z"
"418984","1987-04-21T04:00:00Z"
"418987","1987-04-23T04:00:00Z"
"418991","1987-04-24T04:00:00Z"
"418995","1987-04-25T04:00:00Z"
"418999","1987-04-27T04:00:00Z"
"419047","1987-04-28T04:00:00Z"
"419072","1987-04-30T04:00:00Z"
"419075","1987-05-01T04:00:00Z"
"419078","1987-05-02T04:00:00Z"
"419183","1987-05-05T04:00:00Z"
"419187","1987-05-07T04:00:00Z"
"419206","1987-05-08T04:00:00Z"
"419225","1987-05-09T04:00:00Z"
"419244","1987-05-12T04:00:00Z"
"419263","1987-05-14T04:00:00Z"
"419287","1987-05-15T04:00:00Z"
"419311","1987-05-16T04:00:00Z"
"419335","1987-05-19T04:00:00Z"
"419359","1987-05-21T04:00:00Z"
"419364","1987-05-22T04:00:00Z"
"419369","1987-05-23T04:00:00Z"
"419374","1987-05-26T04:00:00Z"
"419379","1987-05-28T04:00:00Z"
"419383","1987-05-29T04:00:00Z"
"419387","1987-05-30T04:00:00Z"
"419391","1987-06-04T04:00:00Z"
"419439","1987-06-05T04:00:00Z"
"419487","1987-06-06T04:00:00Z"
"419535","1987-06-08T04:00:00Z"
"419739","1987-06-09T04:00:00Z"
"419741","1987-06-10T04:00:00Z"
"419746","1987-06-11T04:00:00Z"
"419751","1987-06-30T04:00:00Z"
"419754","1987-07-02T04:00:00Z"
"419759","1987-07-04T04:00:00Z"
"419764","1987-07-06T04:00:00Z"
"419769","1987-07-07T04:00:00Z"
"419774","1987-07-08T04:00:00Z"
"419779","1987-07-11T04:00:00Z"
"419784","1987-07-12T04:00:00Z"
"419790","1987-07-13T04:00:00Z"
"419795","1987-07-15T04:00:00Z"
"419800","1987-07-16T04:00:00Z"
"419805","1987-07-17T04:00:00Z"
"419810","1987-07-20T04:00:00Z"
"419820","1987-07-21T04:00:00Z"
"419825","1987-07-25T04:00:00Z"
"419839","1987-07-26T04:00:00Z"
"419846","1987-07-29T04:00:00Z"
"419864","1987-07-30T04:00:00Z"
"419884","1987-07-31T04:00:00Z"
"419904","1987-08-01T04:00:00Z"
"419909","1987-08-02T04:00:00Z"
"419935","1987-08-04T04:00:00Z"
"419955","1987-08-05T04:00:00Z"
"419960","1987-08-06T04:00:00Z"
"420004","1987-08-08T04:00:00Z"
"420011","1987-08-09T04:00:00Z"
"420047","1987-08-10T04:00:00Z"
"420053","1987-08-11T04:00:00Z"
"420056","1987-08-12T04:00:00Z"
"420124","1987-08-13T04:00:00Z"
"420192","1987-08-15T04:00:00Z"
"420260","1987-09-15T04:00:00Z"
"420263","1987-09-17T04:00:00Z"
"420273","1987-09-18T04:00:00Z"
"420283","1987-09-19T04:00:00Z"
"420293","1987-09-22T04:00:00Z"
"420303","1987-09-24T04:00:00Z"
"420307","1987-09-25T04:00:00Z"
"420310","1987-09-26T04:00:00Z"
"420313","1987-09-29T04:00:00Z"
"420316","1987-09-28T04:00:00Z"
"420355","1987-10-01T04:00:00Z"
"420359","1987-10-02T04:00:00Z"
"420363","1987-10-03T04:00:00Z"
"420367","1987-10-06T04:00:00Z"
"420371","1987-10-08T04:00:00Z"
"420374","1987-10-09T04:00:00Z"
"420377","1987-10-10T04:00:00Z"
"420380","1987-10-11T04:00:00Z"
"420445","1987-10-14T04:00:00Z"
"420448","1987-10-15T04:00:00Z"
"420451","1987-10-16T04:00:00Z"
"420454","1987-10-17T04:00:00Z"
"420457","1987-10-20T04:00:00Z"
"420460","1987-10-22T04:00:00Z"
"420464","1987-10-23T04:00:00Z"
"420468","1987-10-24T04:00:00Z"
"420472","1987-10-27T05:00:00Z"
"420476","1987-10-29T05:00:00Z"
"420480","1987-10-30T05:00:00Z"
"420484","1987-10-31T05:00:00Z"
"420488","1987-11-03T05:00:00Z"
"420492","1987-11-01T05:00:00Z"
"420617","1987-11-04T05:00:00Z"
"420627","1987-11-05T05:00:00Z"
"420633","1987-11-06T05:00:00Z"
"420639","1987-11-07T05:00:00Z"
"420645","1987-11-10T05:00:00Z"
"420651","1987-11-12T05:00:00Z"
"420655","1987-11-13T05:00:00Z"
"420659","1987-11-14T05:00:00Z"
"420663","1987-11-17T05:00:00Z"
"420667","1987-11-19T05:00:00Z"
"420670","1987-11-20T05:00:00Z"
"420673","1987-11-21T05:00:00Z"
"420676","1987-11-24T05:00:00Z"
"420679","1987-11-25T05:00:00Z"
"420683","1987-11-27T05:00:00Z"
"420687","1987-11-28T05:00:00Z"
"420691","1987-12-01T05:00:00Z"
"420695","1987-12-03T05:00:00Z"
"420707","1987-12-04T05:00:00Z"
"420719","1987-12-05T05:00:00Z"
"420731","1987-12-08T05:00:00Z"
"420743","1987-12-09T05:00:00Z"
"420752","1987-12-12T05:00:00Z"
"420761","1987-12-10T05:00:00Z"
"420765","1987-12-15T05:00:00Z"
"420769","1987-12-11T05:00:00Z"
"420784","1987-12-17T05:00:00Z"
"420832","1987-12-18T05:00:00Z"
"420880","1987-12-19T05:00:00Z"
"420928","1987-12-29T05:00:00Z"
"421058","1987-12-30T05:00:00Z"
"421157","1987-12-31T05:00:00Z"
"421287","1988-01-02T05:00:00Z"
"421371","1988-01-07T05:00:00Z"
"421373","1988-01-08T05:00:00Z"
"421375","1988-01-09T05:00:00Z"
"421377","1988-01-13T05:00:00Z"
"421389","1988-01-14T05:00:00Z"
"421393","1988-01-15T05:00:00Z"
"421397","1988-01-16T05:00:00Z"
"421401","1988-01-19T05:00:00Z"
"421405","1988-01-21T05:00:00Z"
"421413","1988-01-22T05:00:00Z"
"421421","1988-01-23T05:00:00Z"
"421429","1988-01-25T05:00:00Z"
"421437","1988-01-26T05:00:00Z"
"421445","1988-01-24T05:00:00Z"
"421525","1988-01-28T05:00:00Z"
"421529","1988-01-29T05:00:00Z"
"421533","1988-02-02T05:00:00Z"
"421537","1988-02-04T05:00:00Z"
"421541","1988-02-05T05:00:00Z"
"421545","1988-02-06T05:00:00Z"
"421549","1988-02-09T05:00:00Z"
"421553","1988-02-07T05:00:00Z"
"421618","1988-02-10T05:00:00Z"
"421620","1988-02-13T05:00:00Z"
"421622","1988-02-11T05:00:00Z"
"421625","1988-02-12T05:00:00Z"
"421631","1988-02-16T05:00:00Z"
"421634","1988-02-15T05:00:00Z"
"421637","1988-02-18T05:00:00Z"
"421640","1988-02-19T05:00:00Z"
"421643","1988-02-20T05:00:00Z"
"421646","1988-02-22T05:00:00Z"
"421650","1988-02-23T05:00:00Z"
"421658","1988-02-25T05:00:00Z"
"421666","1988-02-26T05:00:00Z"
"421681","1988-02-27T05:00:00Z"
"421696","1988-02-28T05:00:00Z"
"421801","1988-03-02T05:00:00Z"
"421805","1988-03-03T05:00:00Z"
"421809","1988-03-04T05:00:00Z"
"421813","1988-03-05T05:00:00Z"
"421817","1988-03-08T05:00:00Z"
"421821","1988-03-09T05:00:00Z"
"421869","1988-03-12T05:00:00Z"
"421917","1988-03-10T05:00:00Z"
"421920","1988-03-11T05:00:00Z"
"421926","1988-03-15T05:00:00Z"
"421929","1988-03-13T05:00:00Z"
"421989","1988-03-17T05:00:00Z"
"421997","1988-03-18T05:00:00Z"
"422005","1988-03-19T05:00:00Z"
"422013","1988-03-22T05:00:00Z"
"422021","1988-03-21T05:00:00Z"
"422041","1988-03-24T05:00:00Z"
"422059","1988-03-25T05:00:00Z"
"422077","1988-03-26T05:00:00Z"
"422095","1988-03-29T05:00:00Z"
"422112","1988-03-31T05:00:00Z"
"422116","1988-04-01T05:00:00Z"
"422120","1988-04-02T05:00:00Z"
"422124","1988-04-05T04:00:00Z"
"422128","1988-04-07T04:00:00Z"
"422131","1988-04-08T04:00:00Z"
"422134","1988-04-09T04:00:00Z"
"422137","1988-04-12T04:00:00Z"
"422140","1988-04-13T04:00:00Z"
"422147","1988-04-16T04:00:00Z"
"422154","1988-04-14T04:00:00Z"
"422158","1988-04-15T04:00:00Z"
"422166","1988-04-19T04:00:00Z"
"422170","1988-04-21T04:00:00Z"
"422174","1988-04-22T04:00:00Z"
"422178","1988-04-23T04:00:00Z"
"422182","1988-04-26T04:00:00Z"
"422186","1988-04-25T04:00:00Z"
"422466","1988-04-28T04:00:00Z"
"422470","1988-04-29T04:00:00Z"
"422474","1988-04-30T04:00:00Z"
"422478","1988-05-03T04:00:00Z"
"422482","1988-05-05T04:00:00Z"
"422530","1988-05-06T04:00:00Z"
"422578","1988-05-07T04:00:00Z"
"422626","1988-05-11T04:00:00Z"
"422652","1988-05-12T04:00:00Z"
"422660","1988-05-13T04:00:00Z"
"422668","1988-05-14T04:00:00Z"
"422676","1988-05-15T04:00:00Z"
"422739","1988-05-16T04:00:00Z"
"422743","1988-05-19T04:00:00Z"
"422744","1988-05-20T04:00:00Z"
"422745","1988-05-24T04:00:00Z"
"422746","1988-05-21T04:00:00Z"
"422750","1988-05-23T04:00:00Z"
"422754","1988-05-25T04:00:00Z"
"422758","1988-05-27T04:00:00Z"
"422762","1988-05-31T04:00:00Z"
"422763","1988-06-01T04:00:00Z"
"422771","1988-06-02T04:00:00Z"
"422778","1988-06-04T04:00:00Z"
"422779","1988-06-06T04:00:00Z"
"422784","1988-06-07T04:00:00Z"
"422793","1988-06-08T04:00:00Z"
"422828","1988-06-13T04:00:00Z"
"422832","1988-06-16T04:00:00Z"
"422836","1988-06-18T04:00:00Z"
"422840","1988-08-01T04:00:00Z"
"422844","1988-08-02T04:00:00Z"
"422848","1988-08-03T04:00:00Z"
"422852","1988-08-06T04:00:00Z"
"422856","1988-08-07T04:00:00Z"
"422860","1988-08-08T04:00:00Z"
"422864","1988-08-09T04:00:00Z"
"422868","1988-08-10T04:00:00Z"
"422872","1988-08-12T04:00:00Z"
"422875","1988-08-13T04:00:00Z"
"423003","1988-08-14T04:00:00Z"
"423163","1988-08-15T04:00:00Z"
"423169","1988-08-20T04:00:00Z"
"423176","1988-08-21T04:00:00Z"
"423329","1988-08-23T04:00:00Z"
"423335","1988-08-24T04:00:00Z"
"423340","1988-08-25T04:00:00Z"
"423436","1988-08-26T04:00:00Z"
"423500","1988-08-28T04:00:00Z"
"423564","1988-08-29T04:00:00Z"
"423574","1988-08-30T04:00:00Z"
"423590","1988-08-31T04:00:00Z"
"423596","1988-09-01T04:00:00Z"
"423660","1988-09-02T04:00:00Z"
"423745","1988-09-03T04:00:00Z"
"423752","1988-09-05T04:00:00Z"
"423755","1988-09-06T04:00:00Z"
"423899","1988-09-08T04:00:00Z"
"424043","1988-09-09T04:00:00Z"
"424050","1988-09-14T04:00:00Z"
"424058","1988-09-16T04:00:00Z"
"424126","1988-09-17T04:00:00Z"
"424194","1988-09-19T04:00:00Z"
"424262","1988-09-22T04:00:00Z"
"424283","1988-09-24T04:00:00Z"
"424304","1988-09-23T04:00:00Z"
"424325","1988-09-27T04:00:00Z"
"424346","1988-09-26T04:00:00Z"
"424414","1988-09-29T04:00:00Z"
"424417","1988-09-30T04:00:00Z"
"424420","1988-10-01T04:00:00Z"
"424423","1988-10-05T04:00:00Z"
"424426","1988-10-06T04:00:00Z"
"424441","1988-10-07T04:00:00Z"
"424456","1988-10-08T04:00:00Z"
"424471","1988-10-12T04:00:00Z"
"424481","1988-10-13T04:00:00Z"
"424491","1988-10-14T04:00:00Z"
"424501","1988-10-15T04:00:00Z"
"424511","1988-10-18T04:00:00Z"
"424521","1988-10-20T04:00:00Z"
"424524","1988-10-21T04:00:00Z"
"424527","1988-10-22T04:00:00Z"
"424530","1988-10-25T04:00:00Z"
"424533","1988-10-27T04:00:00Z"
"424537","1988-10-28T04:00:00Z"
"424541","1988-11-01T05:00:00Z"
"424545","1988-10-29T04:00:00Z"
"424549","1988-11-03T05:00:00Z"
"424553","1988-11-04T05:00:00Z"
"424557","1988-11-05T05:00:00Z"
"424561","1988-11-08T05:00:00Z"
"424565","1988-11-06T05:00:00Z"
"424653","1988-11-07T05:00:00Z"
"424748","1988-11-10T05:00:00Z"
"424752","1988-11-11T05:00:00Z"
"424756","1988-11-12T05:00:00Z"
"424760","1988-11-15T05:00:00Z"
"424764","1988-11-14T05:00:00Z"
"424780","1988-11-17T05:00:00Z"
"424789","1988-11-18T05:00:00Z"
"424798","1988-11-19T05:00:00Z"
"424807","1988-11-22T05:00:00Z"
"424816","1988-11-23T05:00:00Z"
"424820","1988-11-25T05:00:00Z"
"424824","1988-11-26T05:00:00Z"
"424828","1988-11-29T05:00:00Z"
"424832","1988-11-27T05:00:00Z"
"424932","1988-12-01T05:00:00Z"
"424936","1988-12-02T05:00:00Z"
"424940","1988-12-03T05:00:00Z"
"424944","1988-12-06T05:00:00Z"
"424948","1988-12-05T05:00:00Z"
"425003","1988-12-08T05:00:00Z"
"425013","1988-12-09T05:00:00Z"
"425023","1988-12-10T05:00:00Z"
"425033","1988-12-13T05:00:00Z"
"425043","1988-12-15T05:00:00Z"
"425085","1988-12-16T05:00:00Z"
"425127","1988-12-17T05:00:00Z"
"425169","1988-12-20T05:00:00Z"
"425211","1988-12-29T05:00:00Z"
"425219","1988-12-30T05:00:00Z"
"425227","1989-01-03T05:00:00Z"
"425235","1988-12-31T05:00:00Z"
"425400","1989-01-05T05:00:00Z"
"425404","1989-01-06T05:00:00Z"
"425408","1989-01-07T05:00:00Z"
"425412","1989-01-12T05:00:00Z"
"425416","1989-01-13T05:00:00Z"
"425420","1989-01-14T05:00:00Z"
"425424","1989-01-17T05:00:00Z"
"425476","1989-01-18T05:00:00Z"
"425491","1989-01-19T05:00:00Z"
"425495","1989-01-20T05:00:00Z"
"425499","1989-01-21T05:00:00Z"
"425503","1989-01-24T05:00:00Z"
"425507","1989-01-26T05:00:00Z"
"425515","1989-01-27T05:00:00Z"
"425523","1989-01-28T05:00:00Z"
"425531","1989-02-01T05:00:00Z"
"425539","1989-02-02T05:00:00Z"
"425547","1989-02-03T05:00:00Z"
"425555","1989-02-04T05:00:00Z"
"425563","1989-02-07T05:00:00Z"
"425611","1989-02-08T05:00:00Z"
"425651","1989-02-05T05:00:00Z"
"425707","1989-02-09T05:00:00Z"
"425710","1989-02-10T05:00:00Z"
"425713","1989-02-11T05:00:00Z"
"425716","1989-02-14T05:00:00Z"
"425719","1989-02-16T05:00:00Z"
"425751","1989-02-17T05:00:00Z"
"425783","1989-02-18T05:00:00Z"
"425815","1989-02-22T05:00:00Z"
"425835","1989-02-23T05:00:00Z"
"425855","1989-02-24T05:00:00Z"
"425875","1989-02-25T05:00:00Z"
"425895","1989-02-28T05:00:00Z"
"425915","1989-03-01T05:00:00Z"
"425927","1989-03-04T05:00:00Z"
"425939","1989-03-02T05:00:00Z"
"425951","1989-03-03T05:00:00Z"
"425975","1989-03-05T05:00:00Z"
"426110","1989-03-07T05:00:00Z"
"426122","1989-03-09T05:00:00Z"
"426127","1989-03-10T05:00:00Z"
"426132","1989-03-11T05:00:00Z"
"426137","1989-03-14T05:00:00Z"
"426142","1989-03-16T05:00:00Z"
"426182","1989-03-17T05:00:00Z"
"426222","1989-03-18T05:00:00Z"
"426262","1989-03-21T05:00:00Z"
"426302","1989-03-20T05:00:00Z"
"426318","1989-03-23T05:00:00Z"
"426321","1989-03-24T05:00:00Z"
"426324","1989-03-25T05:00:00Z"
"426327","1989-03-28T05:00:00Z"
"426330","1989-03-30T05:00:00Z"
"426333","1989-03-31T05:00:00Z"
"426336","1989-04-01T05:00:00Z"
"426339","1989-04-04T04:00:00Z"
"426342","1989-04-02T05:00:00Z"
"426382","1989-04-06T04:00:00Z"
"426394","1989-04-07T04:00:00Z"
"426406","1989-04-08T04:00:00Z"
"426418","1989-04-11T04:00:00Z"
"426430","1989-04-12T04:00:00Z"
"426434","1989-04-15T04:00:00Z"
"426438","1989-04-13T04:00:00Z"
"426442","1989-04-14T04:00:00Z"
"426450","1989-04-17T04:00:00Z"
"426454","1989-04-18T04:00:00Z"
"426458","1989-04-21T04:00:00Z"
"426462","1989-04-22T04:00:00Z"
"426466","1989-04-25T04:00:00Z"
"426470","1989-04-27T04:00:00Z"
"426478","1989-04-28T04:00:00Z"
"426486","1989-04-29T04:00:00Z"
"426494","1989-05-02T04:00:00Z"
"426502","1989-05-04T04:00:00Z"
"426509","1989-05-05T04:00:00Z"
"426516","1989-05-09T04:00:00Z"
"426523","1989-05-06T04:00:00Z"
"426530","1989-05-11T04:00:00Z"
"426540","1989-05-12T04:00:00Z"
"426550","1989-05-13T04:00:00Z"
"426560","1989-05-14T04:00:00Z"
"426692","1989-05-15T04:00:00Z"
"426696","1989-05-18T04:00:00Z"
"426708","1989-05-20T04:00:00Z"
"426720","1989-05-19T04:00:00Z"
"426728","1989-05-23T04:00:00Z"
"426736","1989-05-25T04:00:00Z"
"426741","1989-05-26T04:00:00Z"
"426746","1989-05-27T04:00:00Z"
"426751","1989-06-26T04:00:00Z"
"426831","1989-06-27T04:00:00Z"
"426911","1989-06-28T04:00:00Z"
"426991","1989-06-29T04:00:00Z"
"427071","1989-06-30T04:00:00Z"
"427151","1989-07-07T04:00:00Z"
"427161","1989-07-08T04:00:00Z"
"427165","1989-07-13T04:00:00Z"
"427245","1989-07-14T04:00:00Z"
"427250","1989-07-15T04:00:00Z"
"427257","1989-07-17T04:00:00Z"
"427264","1989-07-18T04:00:00Z"
"427274","1989-07-19T04:00:00Z"
"427281","1989-07-21T04:00:00Z"
"427291","1989-07-24T04:00:00Z"
"427300","1989-07-27T04:00:00Z"
"427306","1989-07-28T04:00:00Z"
"427312","1989-07-29T04:00:00Z"
"427318","1989-07-31T04:00:00Z"
"427324","1989-08-01T04:00:00Z"
"427330","1989-08-02T04:00:00Z"
"427336","1989-08-05T04:00:00Z"
"427342","1989-08-06T04:00:00Z"
"427348","1989-08-07T04:00:00Z"
"427351","1989-08-08T04:00:00Z"
"427354","1989-08-09T04:00:00Z"
"427357","1989-08-12T04:00:00Z"
"427361","1989-08-26T04:00:00Z"
"427401","1989-08-27T04:00:00Z"
"427411","1989-08-28T04:00:00Z"
"427427","1989-08-30T04:00:00Z"
"427441","1989-08-31T04:00:00Z"
"427446","1989-09-01T04:00:00Z"
"427456","1989-09-03T04:00:00Z"
"427464","1989-09-04T04:00:00Z"
"427478","1989-09-06T04:00:00Z"
"427486","1989-09-07T04:00:00Z"
"427502","1989-09-08T04:00:00Z"
"427532","1989-09-09T04:00:00Z"
"427542","1989-09-10T04:00:00Z"
"427547","1989-09-12T04:00:00Z"
"427557","1989-09-13T04:00:00Z"
"427563","1989-09-14T04:00:00Z"
"427575","1989-09-20T04:00:00Z"
"427629","1989-09-22T04:00:00Z"
"427632","1989-09-23T04:00:00Z"
"427635","1989-10-03T04:00:00Z"
"427638","1989-09-26T04:00:00Z"
"427644","1989-09-27T04:00:00Z"
"427652","1989-09-28T04:00:00Z"
"427660","1989-09-29T04:00:00Z"
"427668","1989-10-05T04:00:00Z"
"427692","1989-10-06T04:00:00Z"
"427716","1989-10-07T04:00:00Z"
"427740","1989-10-10T04:00:00Z"
"427764","1989-10-12T04:00:00Z"
"427776","1989-10-13T04:00:00Z"
"427788","1989-10-17T04:00:00Z"
"427800","1989-10-14T04:00:00Z"
"427812","1989-10-19T04:00:00Z"
"427817","1989-10-20T04:00:00Z"
"427822","1989-10-21T04:00:00Z"
"427827","1989-10-24T04:00:00Z"
"427832","1989-10-26T04:00:00Z"
"427836","1989-10-27T04:00:00Z"
"427840","1989-10-28T04:00:00Z"
"427844","1989-10-31T05:00:00Z"
"427848","1989-11-02T05:00:00Z"
"427860","1989-11-03T05:00:00Z"
"427872","1989-11-04T05:00:00Z"
"427884","1989-11-07T05:00:00Z"
"427896","1989-11-06T05:00:00Z"
"427911","1989-11-09T05:00:00Z"
"427914","1989-11-10T05:00:00Z"
"427917","1989-11-11T05:00:00Z"
"427920","1989-11-14T05:00:00Z"
"427923","1989-11-15T05:00:00Z"
"427939","1989-11-18T05:00:00Z"
"427955","1989-11-16T05:00:00Z"
"427959","1989-11-17T05:00:00Z"
"427963","1989-11-21T05:00:00Z"
"427967","1989-11-24T05:00:00Z"
"427992","1989-11-25T05:00:00Z"
"428017","1989-11-28T05:00:00Z"
"428042","1989-11-26T05:00:00Z"
"428114","1989-11-30T05:00:00Z"
"428118","1989-12-01T05:00:00Z"
"428122","1989-12-02T05:00:00Z"
"428126","1989-12-05T05:00:00Z"
"428130","1989-12-07T05:00:00Z"
"428134","1989-12-08T05:00:00Z"
"428138","1989-12-12T05:00:00Z"
"428142","1989-12-09T05:00:00Z"
"428146","1989-12-10T05:00:00Z"
"428186","1989-12-13T05:00:00Z"
"428216","1989-12-14T05:00:00Z"
"428328","1989-12-15T05:00:00Z"
"428440","1989-12-16T05:00:00Z"
"428582","1989-12-19T05:00:00Z"
"428750","1989-12-21T05:00:00Z"
"428771","1989-12-22T05:00:00Z"
"428792","1989-12-23T05:00:00Z"
"428813","1990-01-04T05:00:00Z"
"428821","1990-01-05T05:00:00Z"
"428829","1990-01-06T05:00:00Z"
"428837","1990-01-09T05:00:00Z"
"428845","1990-01-10T05:00:00Z"
"428853","1990-01-11T05:00:00Z"
"428881","1990-01-12T05:00:00Z"
"428909","1990-01-13T05:00:00Z"
"428937","1990-01-17T05:00:00Z"
"428973","1990-01-14T05:00:00Z"
"429045","1990-01-18T05:00:00Z"
"429081","1990-01-19T05:00:00Z"
"429117","1990-01-20T05:00:00Z"
"429153","1990-01-25T05:00:00Z"
"429158","1990-01-26T05:00:00Z"
"429163","1990-01-27T05:00:00Z"
"429168","1990-01-30T05:00:00Z"
"429173","1990-02-01T05:00:00Z"
"429182","1990-02-02T05:00:00Z"
"429191","1990-02-06T05:00:00Z"
"429200","1990-02-03T05:00:00Z"
"429209","1990-02-09T05:00:00Z"
"429212","1990-02-10T05:00:00Z"
"429215","1990-02-13T05:00:00Z"
"429224","1990-02-14T05:00:00Z"
"429230","1990-02-15T05:00:00Z"
"429235","1990-02-16T05:00:00Z"
"429240","1990-02-17T05:00:00Z"
"429245","1990-02-20T05:00:00Z"
"429250","1990-02-18T05:00:00Z"
"429325","1990-02-22T05:00:00Z"
"429335","1990-02-23T05:00:00Z"
"429345","1990-02-24T05:00:00Z"
"429355","1990-02-27T05:00:00Z"
"429365","1990-03-01T05:00:00Z"
"429425","1990-03-02T05:00:00Z"
"429485","1990-03-03T05:00:00Z"
"429545","1990-03-06T05:00:00Z"
"429605","1990-03-08T05:00:00Z"
"429617","1990-03-09T05:00:00Z"
"429629","1990-03-10T05:00:00Z"
"429641","1990-03-11T05:00:00Z"
"429657","1990-03-12T05:00:00Z"
"429663","1990-03-15T05:00:00Z"
"429667","1990-03-16T05:00:00Z"
"429671","1990-03-17T05:00:00Z"
"429675","1990-03-20T05:00:00Z"
"429679","1990-03-22T05:00:00Z"
"429683","1990-03-23T05:00:00Z"
"429687","1990-03-24T05:00:00Z"
"429691","1990-03-27T05:00:00Z"
"429695","1990-03-29T05:00:00Z"
"429743","1990-03-30T05:00:00Z"
"429791","1990-03-31T05:00:00Z"
"429839","1990-04-03T04:00:00Z"
"429887","1990-04-01T05:00:00Z"
"429987","1990-04-05T04:00:00Z"
