"","workTitle"
"211911","NEW MOON, THE: STOUTHEARTED MEN"
"211944","NIGHT IS YOUNG, THE: WHEN I GROW TOO OLD TO DREAM"
"212045","SPRING CAME BACK TO VIENNA"
"212251","CHORAL PRELUDES (TWO) (FOUR PIANOS) (ARR. Unspecified)"
"212296","PRELUDE, C-SHARP MINOR (FOUR PIANOS) (ARR. Unspecified)"
"212341","SERENADE FOR STRINGS: WALTZ (FOUR PIANOS) (ARR. Unspecified)"
"212386","FANTASIE-IMPROMPTU (FOUR PIANOS) (ARR. Unspecified)"
"212431","COMPARSA, LA (FOUR PIANOS) (ARR. Unspecified)"
"212476","MINUET IN G, OP. 14,  NO. 1 (FOUR PIANOS) (ARR. Unspecified)"
"212521","SCARAMOUCHE SUITE: BRAZILEIRA (FOUR PIANOS) (ARR. Unspecified)"
"212677","SPIRITUAL: THE CRUCIFIXION"
"212755","CANTATA NO. 106"
"212809","CARMEN, BALLET SUITE (ARR. Shchedrin)"
"212857","BALLEGADA"
"212889","AUTUMN SONG (ARR. Unspecified)"
"213045","MEDLEY: FANTASY ON THEMES FROM THE OPERETTAS (ARR. Hruby)"
"213058","MELODY THAT HAUNTS MY HEART, A"
"213097","DON'T ASK ME WHY"
"213110","GOODBYE, MY LITTLE CAPTAIN OF MY HEART"
"213227","TALES OF HOFFMANN, THE: MEDLEY (ARR. Hruby)"
"213305","ALLEGRO"
"213653","CAROUSEL: A SYMPHONIC PICTURE (ARR. Bennett)"
"213682","STATE FAIR"
"213945","SINFONIA PER UNA FIABA (SYMPHONY FOR A FABLE)"
"214054","NABUCCO"
"214066","COUNTRY DANCES (UNSPECIFIED)"
"214068","RODEO, BALLET"
"214070","WALTZING ELEPHANT, THE"
"214072","FARMER IN THE DELL, THE"
"214089","PASSACAGLIA, OP.1"
"214098","SYMPHONY NO. 3 (REVISED)"
"214117","PRELUDE AND FUGUE FOR ORCHESTRA"
"214128","RHAPSODY NO. 2, VIOLIN AND ORCHESTRA, BB 96B"
"214178","CONCERT CHAMPETRE, HARPSICHORD (OR PIANO)"
"214195","PHILHARMONIC WALTZES"
"214197","TAMBOURIN (UNSPECIFIED)"
"214204","VISION DRAMATIQUE"
"214215","YOUNG PERSON'S GUIDE TO THE ORCHESTRA, OP. 34"
"214219","SPIRITUAL: DIDN'T MY LORD DELIVER DANIEL"
"214298","MUSIC FOR SHAKESPEARE'S ROMEO AND JULIET"
"214327","VARIATIONS, CHACONNE, AND FINALE"
"214334","SUITE FOR ORCHESTRA (ARR. Kay)"
"214411","COMEDIANS, THE, OP. 26"
"214479","SYMPHONY NO. 4 (DELICIAE BASILIENSES)"
"214524","PHILHARMONIC CONCERTO"
"214535","CANTATA NO.  62: CHORALE,"" NUN KOMM' DER HEIDEN HEILAND""  (ARR. Stokowski)"
"214541","ISLAND GOD, THE: TWO INTERLUDES"
"214555","GEORGIAN SYMPHONIC DANCE"
"214567","AMERICAN PIPER"
"214569","ODE TO DEMOCRACY (LINCOLN'S GETTYSBURG ADDRESS)"
"214578","PILGRIM'S HYMN"
"214584","IN THE MOUNTAIN COUNTRY"
"214585","SYMPHONY NO. 6, E MINOR"
"214597","LOUISIANA STORY: SUITE"
"214601","FROM THE SACRED HARP"
"214607","SPITFIRE PRELUDE & FUGUE"
"214621","CONCERTO, ORCHESTRA, OP. 14"
"214709","OVERTURE FANTASY"
"214721","AMERICAN LANDSCAPE"
"214733","RONDE CARNAVALESQUE"
"214745","METROPOLIS"
"214874","CANTERBURY PILGRIMS"
"214875","PRELUDES, BOOK I, NO. 10: SUNKEN CATHEDRAL (ORCH.) (ARR. Stokowski)"
"214876","DEVIL AND DANIEL WEBSTER, THE"
"214965","EARLY AMERICAN PIECES, THREE: SUITE"
"214972","SYMPHONY NO.  53, D MAJOR (L'IMPERIALE)"
"214982","CURRIER AND IVES SUITE"
"214994","DIXIE"
"215000","EMPEROR'S NEW CLOTHES, THE"
"215027","CIRCUS OVERTURE"
"215048","MUSIC FOR SYMPHONY ORCHESTRA (REVISED)"
"215082","TIOGA WALTZ FOR FOUR FLUTES"
"215100","MARCH OF THE LEAD SOLDIERS, OP. 14, NO. 6"
"215118","ERIE CANAL, THE (ARR. Lloyd)"
"215136","CHIAPANECAS, LAS (MEXICO) (ARR. Marlowe)"
"215154","TUBBY THE TUBA"
"215226","WHEN YUBA PLAYS THE RHUMBA ON THE TUBA"
"215282","TRAGIC OVERTURE"
"215283","WHEAT FIELD AT NOON"
"215306","SERENADE, FLUTE, HARP, AND STRINGS, OP.  35"
"215344","SUITE (ARR. Wood)"
"215365","TERRA NOVA"
"215396","FANTASIA ON GREENSLEEVES"
"215404","OLD MACDONALD HAD A FARM"
"215412","THE RAINS CAME (ARR. Stokowski)"
"215465","SYMPHONY, D MAJOR, K.73L (OLD K.81)"
"215541","RHEINGOLD, DAS WWV 86A (ARR. Zumpe/Stokowski)"
"215588","FUGUE, G MINOR, BWV 578 (ARR. Cailliet)"
"215746","TOCCATA & FUGUE, D MINOR, BWV 565 (FOUR PIANOS) (ARR. Unspecified)"
"215787","SERENADE NO.  7, ""HAFFNER"": ANDANTE AND RONDO (FOUR PIANOS) (ARR. Unspecified)"
"215828","CONSOLATION, D-FLAT (FOUR PIANOS) (ARR. Unspecified)"
"215869","PETRUSHKA: DANSE RUSSE (FOUR PIANOS) (ARR. Unspecified)"
"215910","CRADLE SONG (FOUR PIANOS) (ARR. Unspecified)"
"215951","TOCCATA GUATEMALA (FOUR PIANOS)"
"215992","IN THE STILL OF THE NIGHT (FOUR PIANOS) (ARR. Unspecified)"
"216033","FLEDERMAUS, DIE: WALTZES (FOUR PIANOS) (ARR. Unspecified)"
"216185","MUSIC HALL: OVERTURE"
"216205","CONCERT PIECE FOR ORCHESTRA"
"216254","MARCHE BURLESQUE"
"216260","VALENCIAN DANCE"
"216273","COSMOS BALLET SCENE"
"216324","PECHEURS DE PERLES"
"216589","LUSTIGER KRIEG: NUR FUR NATUR"
"216629","FANTASY: A CONCERT AT JOHANN STRAUSS'S  (ARR. Hruby)"
"216747","HEJRE KATI"
"216774","CAVALCADE"
"216792","MY MARYLAND: SELECTION"
"216801","AMERICAN HUMORESQUE"
"216846","NEW MOON, THE: SOFTLY AS IN A MORNING SUNRISE"
"216955","A LITTLE PATH (RUSSIAN FOLK SONG)"
"217015","DANCE SONG (ARR. Salama)"
"217105","NATIONAL DANCE OF THE DON COSSACKS"
"217120","LADY IN THE DARK: SYMPHONIC NOCTURNE (ARR. Bennett)"
"217146","STREET SCENE, VOCAL AND ORCHESTRAL SELECTIONS"
"217668","UIRAPURU (THE MAGIC BIRD)"
"217678","SPIRITUAL: NOBODY KNOWS DE TROUBLE I'VE SEEN"
"217684","FUGUE FOR STRINGS"
"217890","SERVA PADRONA, LA"
"217907","SCENE VENEZIANE"
"217958","ARLESIANA, L'"
"217975","NEAPOLITAN ECHOES"
"218012","SCOTTISH BALLAD, OP. 26"
"218417","SOUTH PACIFIC"
"218790","RED PONY, SUITE"
"218801","SUITE ON SWISS FOLK MELODIES"
"218804","MAZURKA NO. 13, A MINOR, OP.17, NO. 4 (ORCH) (ARR. Stokowski)"
"218811","SLAVONIC RHAPSODY, OP. 71"
"218814","SERENADE NO.  8, D MAJOR, K.269A (OLD K.286), ""NOTTURNO"""
"218851","TEN LITTLE INDIANS"
"218857","AN OVERTURE ON CHILDREN'S NAMES"
"218882","GURRE-LIEDER"
"218891","BLACK MOUNTAIN, OP.46"
"218902","CONCERTO GROSSO, THREE TROMBONES, TUBA"
"218903","TEMPEST, OVERTURE"
"218914","SARDEGNA"
"218915","CONCERTINO FOR VIOLA"
"218918","CONCERTO GROSSO, G MINOR, RV 578 (OP. 3/2) (ARR. Malipiero)"
"218926","SACRAE SYMPHONIAE, BOOK 1"
"219078","RUSSIAN OVERTURE"
"219081","SENSEMAYA"
"219087","OFFRANDE"
"219097","TROIS PETITES LITURGIES DE LA PRESENCE DIVINE"
"219147","FURIA"
"219153","CHINESE FOLK SONG"
"219162","STORY OF CELESTE, THE"
"219165","PARTITA NO. 1, B MINOR, BWV 1002: SARABANDE  (ARR. Stokowski)"
"219167","CANTATA NO.  21"
"219169","SUITE NO. 2, A MINOR, BWV 807"
"219179","CARMEL CONCERTO"
"219181","ORGANUM"
"219182","SYMPHONY NO. 6, OP. 111"
"219184","CONCERTO, PIANO, OP. 13"
"219191","OVERTURE TO AN IMAGINARY DRAMA"
"219333","CANON AND FUGUE"
"219363","SUITE (ARR. Stokowski)"
"219394","CONCERTO, PIANO, NO. 3"
"219402","FUGUE, C MINOR, BWV 847 (ARR. Stokowski)"
"219406","TRUMPET OVERTURE"
"219429","CONCERTO, VIOLIN AND ORCHESTRA"
"219461","JINGLE BELLS [UNSPECIFIED ARRANGEMENTS]"
"219477","PARADE OF WOODEN SOLDIERS"
"219580","CONCERTO, PIANO, F MINOR, OP.114"
"219583","TOWN PIPER MUSIC"
"219589","CURTAIN RAISER TO AN AMERICAN PLAY OVERTURE"
"219648","SYMPHONY, OP. 21"
"219819","JONATHON AND THE GINGERY SNARE"
"219863","SYMPHONY FOR CLASSICAL ORCHESTRA"
"219864","SYMPHONY NO. 2, AGE OF ANXIETY"
"219888","PRELUDIO MAGICO"
"219902","OH, SUSANNAH!"
"219913","MARINARESCA E BACCANALE"
"219939","ROLLICKING FROLLICKING"
"220010","ST. JOHN PASSION, BWV 245 (SYMPH. TRANS.) (ARR. Stokowski)"
"220011","PARTITA, NO. 2, D MINOR, BWV 1004: CHACONNE (ARR. Stokowski)"
"220013","MOTHER OF US ALL, THE: SUITE"
"220035","ENGLISH FOLKSONG SUITE (ARR. Jacob)"
"220038","SACRAE SYMPHONIAE, BOOK 2"
"220051","SYMPHONY NO.  8 IN E FLAT MAJOR (SYMPHONY OF A THOUSAND)"
"220152","SURVIVOR FROM WARSAW, A, OP. 46"
"220208","JUBILATION - AN OVERTURE"
"220220","PERIOD SUITE"
"220264","CONCERTSTUCK"
"220326","RELICARIO, EL"
"220364","GRANADA"
"220383","RUMBALERO"
"220421","VIDA, LA"
"220440","MEXICAN SKETCH, A (ARR. Antonini)"
"220459","CASCABEL, EL (ARR. Antonini)"
"220478","GOLONDRINA, LA (ARR. Antonini)"
"220516","PRINCESITA"
"220535","RANCHO ALLEGRE"
"220573","SABIA (SAMBA)"
"220592","MORENA DE MI COPLA, LA"
"220774","CHORALE, BWV 617 (ARR. McDonald)"
"220974","BOYS FROM SYRACUSE"
"221019","KISS ME KATE"
"221064","ANNIE GET YOUR GUN: ""SHOW BUSINESS"""
"221079","SOUTH PACIFIC SELECTIONS"
"221238","AN AMERICAN SYMPHONY"
"221271","LOST IN THE STARS"
"221609","DOWN IN THE VALLEY"
"221635","GREEN UP TIME"
"221661","HERE I'LL STAY WITH YOU"
"221687","SPEAK LOW"
"221713","SEPTEMBER SONG"
"221819","YOU AND THE NIGHT AND THE MUSIC"
"221827","BIRD SONGS AT EVENTIDE"
"222220","DON PASQUALE"
"222271","FIRST PIEDMONTESE DANCE"
"222305","VENETIAN NIGHTS"
"222794","PIZZICATO POLKA (SEE STRAUSS, JOHANN, JR.)"
"222803","OUR FINEST HOUR, FROM ""DER FAVORIT"""
"222806","SYMPHONIC FANTASY ON MELODIES BY JOHANN STRAUSS"
"222812","GRANDIOSO: MOST POPULAR MELODIES"
"222815","LOVELY VIENNA AT NIGHT"
"222848","DECATUR AT ALGIERS"
"223992","PARTITA NO. 2, D MINOR, BWV 1004: CHACONNE  (ARR. Casella)"
"224114","FROGGIE WENT A-COURTIN'"
"224118","BLUE TAIL FLY"
"224133","CHRISTUS SYMPHONY"
"224162","VARIATIONS FOR ORCHESTRA, OP. 31"
"224240","CAPRICCIO FOR ORCHESTRA"
"224257","RONDO, PIANO, D MAJOR, K.382"
"224269","CONCERT-ALLEGRO WITH INTRODUCTION, OP.134"
"224300","CHOEPHORES, LES (THE LIBATION BEARERS)"
"224322","L'HEURE ESPAGNOLE (SPANISH TIME)"
"224422","PUSS IN BOOTS"
"224494","SHORT SYMPHONY"
"224766","CEREMONIAL FANFARE"
"224855","MUSICAL JOKE, F MAJOR, K.522"
"224860","PAGANINIANA, OP. 65"
"224871","SERENADE OF CAROLS"
"224874","HANSEL AND GRETEL, PRAYER  (ORCH.)"
"224908","CONCERTO, SEVEN WINDS"
"225345","DON GIOVANNI: OVERTURE, K.527 (ARR. Andre [André])"
"225427","EPITAPHS FOR ORCHESTRA"
"225514","ROB ROY OVERTURE, OP. 4"
"225526","CONCERTO, PIANO, NO. 2, BB 101"
"225545","NEW YORK PROFILES"
"225593","WOZZECK"
"225671","PUFFIN, THE"
"225721","MORNING MUSIC FOR FLUTE AND STRINGS"
"225779","TU LO SAI (ARR. Bass)"
"225805","JEWELS OF THE MADONNA: ORCHESTRAL SUITE"
"226090","CLAIR DE LUNE (ARR. Kostelanetz)"
"226095","SHOW BOAT: MEDLEY (ARR. Kostelanetz)"
"226105","VERY WARM FOR MAY"
"226115","SOUTH PACIFIC: SYMPHONIC SCENARIO (ARR. Bennett)"
"226132","LO, HERE THE GENTLE LARK"
"226261","KISS ME KATE: MEDLEY"
"226326","FAITHFULLY YOURS"
"226486","OVER THE HILLS AND FAR AWAY (ARR. Beecham)"
"226510","BEYOND THE BLUE HORIZON"
"226652","IRIS: IL SOLE (INTRODUCTION)"
"226835","PIRATES OF PENZANCE, THE"
"227691","ICH BIN VERLIEBT IN MEINE EIGENE FRAU"
"227723","GREAT WALTZ: FOR WE LOVE YOU STILL"
"227806","INTERPLAY"
"228337","KING AND I, THE"
"228662","ARLECCHINO ODER DIE FENSTER, OP. 50 (CONCERT VERSION)"
"228770","MASS OF THE POOR (ARR. Diamond)"
"228771","PASSACAGLIA (ARR. Diamond)"
"228786","LITTLE WHITE DONKEY, THE (ORCH.) (ARR. Wright)"
"228792","ROW, ROW, ROW YOUR BOAT"
"228794","TIMID TIM, THE TRUMPETER"
"228799","SYMPHONY NO.  80, D MINOR"
"228808","CONCERTO, VIOLA, B MINOR"
"228814","ECHO TRIO"
"228824","LOCH LOMOND"
"228850","THE MAN FROM MIDIAN: SUITE NO. 1"
"228863","MAN FROM MIDIAN, THE: SUITE NO. 1"
"228873","THEME AND VARIATIONS, OP. 81"
"228895","ERWARTUNG (EXPECTATION), MONODRAMA, OP. 17"
"228991","CANZONA FOR BRASS (UNSPECIFIED)"
"229009","MADRIGAL [UNSPECIFIED SELECTION FORM BOOK VIII] (ARR. Malipiero)"
"229027","CONCERTO, HARP, OP. 4, NO. 6, B FLAT MAJOR"
"229053","WHEN IRISH EYES ARE SMILING"
"229058","DIVERTIMENTO, STRING ORCHESTRA, BB 118"
"229081","MY TOY BALLOON"
"229128","FOUR PIECES (ARR. Ghedini)"
"229129","MAGNIFICAT (ARR. Ghedini)"
"229140","DON JUAN: INTRODUCTION (ARR. Mottl)"
"229141","DIVERTIMENTO NO. 7, B FLAT MAJOR, H.II.46 (FOR ORCH)"
"229214","LAURENTIAN OVERTURE"
"229225","CONCERTO, PIANO, G MINOR, OP.33"
"229308","SINFONIA IN TWO PARTS"
"229325","BAHN FREI POLKA"
"229339","SYMPHONY NO. 8"
"229428","CONCERTO, VIOLIN, NO. 2, C MINOR, OP.43"
"229437","CONCERTO, TWO PIANOS, C MAJOR"
"229451","ORFEO (CONCERT VERSION) (ARR. Respighi)"
"229496","AMERICAN ELEGY"
"229531","THREE SYMPHONIC PRELUDES TO EDIPO RE"
"229532","CONCERTO, ORCHESTRA, NO. 1"
"229535","CONCERTO, PIANO, NO. 1, C MAJOR"
"229582","WEARING OF THE GREEN (IRISH)"
"229584","MIKROKOSMOS SUITE (ARR. Serly)"
"229596","UTRECHT JUBILATE"
"229806","FIELD MASS, OP. H.279"
"229866","COME AGAIN, SWEET LOVE"
"229896","TURTLEDOVE, THE (ARR. Vaughan Williams)"
"229926","BLACKSMITH, THE (ARR. Holst)"
"229956","FIVE TUDOR PORTRAITS"
"230046","FALL RIVER LEGEND: BALLET SUITE"
"230054","SUITE NO. 2, B-FLAT MAJOR, OP. 26"
"230106","FANTASIA"
"230124","CONCERTO, ORGAN, OP. 4, NO. 3, G MINOR"
"230188","SELECTIONS (PIANO SOLO)"
"230228","RHAPSODY IN BLUE (FOUR HANDS)"
"230251","ISRAEL"
"230273","CONCERTO, CLARINET, NO. 1, F MINOR, OP. 73"
"230339","SYMPHONETTE NO. 2, (SECOND AMERICAN SYMPHONETTE)"
"230372","HORA"
"230383","MORE THAN YOU KNOW"
"230394","DIZZY FINGERS"
"230448","ARIANNA'S LAMENT (KLAGE DER ARIADNE) (ARR. Orff)"
"230473","SPIRITUAL: DE GOSPEL TRAIN"
"230636","ON YOUR TOES"
"230768","ONE NIGHT OF LOVE"
"230780","MEDLEY (ARR. Kostelanetz)"
"230803","ROBERTA: SYMPHONIC PICTURE (ARR. Unspecified)"
"230830","THEY DIDN'T BELIEVE ME"
"230884","I'VE TOLD EV'RY LITTLE STAR"
"230911","MARK TWAIN: PORTRAIT FOR ORCHESTRA"
"230992","ALL THE THINGS YOU ARE"
"231514","MASS"
"231527","TURANDOT"
"231736","GAIETE PARISIENNE: VIE PARISIENNE VALSE"
"231764","SETTLERS' SUNDAY (ARR. Byrns)"
"232371","HUNGARIAN FANTASY, TWO PIANOS (ARR. Yaysnoff)"
"232395","VARIATIONS ON A THEME, TWO PIANOS (ARR. Yaysnoff)"
"232403","VALSE BRILLIANTE, TWO PIANOS (ARR. Yaysnoff)"
"232411","KINCHINJUNGA"
"232444","ISLAND GOD, THE: DUET"
"232479","AMAHL AND THE NIGHT VISITORS"
"232486","AMAHL: SUITE"
"232493","CONSUL, THE"
"232993","VICTORY AT SEA"
"233177","CONCIERTO DE ESTILO"
"233185","SUITE, FROM CHILDHOOD"
"233287","WHERE ART THOU, LITTLE STAR? (ORCHESTRATED)"
"233298","UKRANIAN FOLK SONG: STORMY BREEZES"
"233320","SELECTIONS FROM BROADWAY SHOWS"
"234860","DIVERTISSEMENT"
"234869","SPIRITUAL: LITTLE DAVID (ARR. Autori)"
"234871","IRISH TUNE FROM COUNTY DERRY (ARR. Grainger)"
"234880","CONCERTO, CELLO, NO. 1"
"234890","DOUBLE PORTRAIT, A"
"234897","CHRISTOPHE COLOMB"
"234961","SINFONIA PASTORALE, D MAJOR, OP. 4, NO. 2"
"234964","CONCERTO, TRUMPET, H.VIIE:1, E FLAT MAJOR"
"235049","THREE PIECES FOR ORCHESTRA, OP. 6"
"235082","MERRY ARE THE BELLS"
"235088","GOLDEN MEDAL, THE"
"235108","CONCERTO, VIOLIN, OP. 36"
"235134","CONCERTO, PIANO, OP. 36"
"235154","PLÖNER MUSIKTAG"
"235214","ROUMANIAN FANTASY (ARR. Kostelanetz)"
"235323","PAN THE PIPER"
"235328","CAROL: JOY TO THE WORLD"
"235359","RUCKERT-LIEDER"
"235424","PRELUDES, BOOK I, NO. 10: SUNKEN CATHEDRAL (ORCH.) (ARR. Autori)"
"235478","CONCERTO, LIRA ORGANIZZATA (HURDY-GURDY), H.VIIH:3, G MAJOR"
"235480","STREET CORNER CONCERTO, HARMONICA"
"235487","CONCERTO, VIOLONCELLO (1940)"
"235531","CONCERTO, PIANO, D MAJOR"
"235576","PLINK, PLANK, PLUNK"
"235619","FOUR ETUDES FOR ORCHESTRA (1952 REVISION)"
"235690","SYMPHONY, C MAJOR, [WRONGLY ATT. MOZART]"
"235693","MARTYRE DE SAINT SEBASTIEN, LE...: FRAGMENTS SYMPHONIQUES"
"235701","CHORIC DANCES, TWO, OP. 17B"
"235720","CONCERTO OF THE ALBATROSS"
"235790","OBSESSION"
"235791","MARY HAD A LITTLE LAMB VARIATIONS"
"235794","BATTAGLIA, LA (ARR. Ghedini)"
"235797","PRELUDIO A UN ALTRO GIORNO"
"235816","CANTATA NO. 140:  CHORALE, ""WACHET AUF, RUFT UNS DIE STIMME""  (ARR. Ormandy)"
"235852","IDEAS OF ORDER"
"235861","QUARTET, WOODWINDS, NO. 5"
"235879","SUITE FOR VIOLIN, CLARINET, PIANO, OP. 157B"
"235897","QUARTET FOR WOODWINDS, C MAJOR"
"235955","CHORALE PRELUDE FOR ORGAN, NO. 7 (ARR. Leinsdorf)"
"235958","ORCHESTERMUSIK, OP. 9"
"235985","NIGHT MUSIC"
"236017","RECITATIVE AND SCHERZO"
"236056","KON-TIKI: SUITE FOR ORCHESTRA"
"236064","ATAIPURAA"
"236072","MONTANA MAMA-LULLABY"
"236080","TUMPA-VOICE OF THE EARTHQUAKE"
"236088","PITU-SERRANIA"
"236096","CRIOLLO WALTZ"
"236104","TUTA WAYRA"
"236112","HUAYNO"
"236120","PACHAMAMA"
"236128","CHUNCHO"
"236136","TAITI INTA"
"236144","CHOLO TRAICIONERO"
"236152","GIANNI SCHICCHI"
"236260","SWEET ADELINE (MEDLEY)"
"236777","SWISS ECHO SONG"
"236807","SALUTE TO COLE (ARR. Kostelanetz)"
"236820","FANTASIE PASTORALE"
"236954","MASCHERE, LE"
"237106","FEDORA"
"237144","HYMN TO THE NATIONS"
"237207","BODA DE LUIS ALONSO, LA"
"237251","DANZA DEL CONTRABANDISTA"
"237339","RUMORES DE LA CALETA"
"237383","VARIATIONS (UNSPECIFIED): GUILTAR"
"237427","ALEGRIAS"
"237471","PETENERA"
"237647","OLD MADRID, 1890 (ARR. Machado)"
"237735","CANA"
"237823","VIVA CASTILLA"
"237867","DANZA ESPANOLA"
"237955","CORTIJO"
"238106","GREAT WALTZ: ""WITH ALL MY HEART"""
"238162","ZIGEUNERLIEBE"
"238194","NUTCRACKER, THE: SUITE (ARR. Frohlich)"
"238281","STREETCAR NAMED DESIRE, A"
"238310","MLLE. FIFI (ARR. Grossman)"
"238390","MEDIUM, THE: THE BLACK SWAN"
"238395","TELEPHONE, THE"
"239095","SYMPHONY FOR STRINGS"
"239099","TZIGANES SUITE"
"239108","SYMPHONIE KONZERTANTE, F MAJOR"
"239196","MAN WHO INVENTED MUSIC, THE"
"239220","MEDLEY [NOT SPECIFIED]"
"239274","CAPRICCIO, OP. 2"
"239302","UNITED STATES (PIANO VERSION) (ARR. Hofmann)"
"239547","INVENTIONS FOR FOUR PIANOS AND ORCHESTRA"
"239652","STARS AND STRIPES FOREVER (ARR. Gould)"
"239687","VIVALDIANA"
"239688","SYMPHONY (DIE HARMONIE DER WELT, DIE)"
"239703","DANCE VARIATIONS FOR TWO PIANOS"
"240226","FURIOSO"
"240232","OVERTURE FOR AN ENGLISH OPERA"
"240234","ORNAMENTS"
"240250","CONCERTINO FOR HARP AND STRINGS"
"240266","MAGICIAN"
"240316","CAT AND THE MOUSE"
"240326","GREECE"
"240327","MUSICAL OFFERING, BWV 1079: RICERCARE NO. 2  (ARR. Webern)"
"240411","SINFONIA BREVE"
"240427","STONE FLOWER, THE: WEDDING SUITE, OP. 126"
"240460","CAROL: STORY OF THE NATIVITY"
"240515","CAROL: ANGELS WE HAVE HEARD ON HIGH"
"240550","SLEIGH RIDE"
"240591","BERGAMASCA (ARR. Autori)"
"240634","PIECE POUR FLUTE SEULE"
"240651","SONATINE FOR TWO VIOLINS AND PIANO"
"240685","SERENADE NO. 11, E-FLAT MAJOR, K.375"
"240826","CONCERTO, PIANO, OP. 42"
"240837","FRAU OHNE SCHATTEN, DIE: FANTASY"
"240871","SPIRITUAL: SWING LOW, SWEET CHARIOT (ARR. Autori)"
"240873","LA BELLA GRECIA (THE BEAUTIFUL GRECIAN)"
"240884","HOMAGES"
"240917","CONCERTO, MANDOLIN, C MAJOR, RV 425"
"240926","CONCERTO, VLN/PNO/VC"
"240962","BIRD AND THE BEAST, THE"
"240984","CANZON SEPTIMI TONI A 8, NO. 2 (ARR. Ghedini)"
"241011","MARSIA: SYMPHONIC FRAGMENTS"
"241028","CONCERTO GROSSO, A MAJOR, RV 158"
"241072","TANZWALZER, OP. 53"
"241108","EPISODES, THREE, PIANO"
"241363","CONCERTO, PIANO, NO. 1, G MAJOR"
"241368","CONCERTO, PIANO, NO. 4, G MINOR, OP. 40"
"241384","STATEMENT FOR ORCHESTRA"
"241494","LOTUS LAND (ORCH) (ARR. Unspecified)"
"241533","MARINE BOYS MARCH"
"241537","LA CAPINERA"
"241634","JUERGA"
"241705","FLAMENCO MUSIC (UNSPECIFIED)"
"241918","JOTA ALCANIZ"
"241989","MUJERES DE ARAGON"
"242060","MOSAICO SEVILLANO"
"242131","ADIOS GRANADA"
"242557","RINCON FLAMENCO"
"242699","CASTELLANA"
"242770","GUITAR SOLO"
"243125","HYMN AND FUGUING TUNE, NO. 3"
"243126","CONCERTO IN D MAJOR"
"243166","HEBREW MELODY"
"243184","VUBANAISE"
"243193","MALAGUENA"
"243752","SUITE NO. 4, D MAJOR, BWV 1069"
"243757","TAP DANCE CONCERTO"
"243965","DUET FROM LORELEY"
"244244","I GIVE MY HEART"
"244274","WALZER LIED"
"244334","WIENER VOLKSMUSIC"
"244344","PAGANINI"
"244354","GIUDITTA"
"244450","FOUR SAINTS IN THREE ACTS"
"244477","LES PECHEURS DE PERLES"
"245778","ME AND JULIET"
"245836","CONCERTINO IN CLASSIC STYLE"
"245894","FANFARE FOR FRANCE"
"245899","ATHANEAL THE TRUMPETER"
"245914","OLD AMERICAN SONGS (VOICE AND ORCH.)"
"245919","FIRE, FIRE (SEA CHANTEY) (ARR. Sharp-Waldrop)"
"245929","ADVENTURES OF A ZOO"
"245934","WALTZING CAT, THE"
"245956","SYMPHONY NO. 10, OP. 93"
"245998","SYMPHONIC FANTASIA NO. 2"
"246005","PIECES EN CONCERT (ORCHESTRA) (ARR. Bazelaire)"
"246007","CONCERTO, VIOLONCELLO, NO. 2"
"246047","36 GREEK DANCES"
"246080","SYMPHONY NO. 1 IN D MAJOR"
"246085","SYMPHONIC EPIGRAM"
"246090","LOVER"
"246378","SPRING IS HERE"
"247010","SYMPHONY NO.  96, D MAJOR (THE MIRACLE)"
"247042","SUSANNA'S A FUNNIFUL MAN (ARR. Vallee and Smith)"
"247045","ONCE UPON AN ORCHESTRA"
"247051","JANUARY FEBRUARY MARCH"
"247064","NONE BUT THE LONELY HEART, OP. 6 NO. 6 (ARR. ORCHESTRA)"
"247083","ORCHESTRA VARIATIONS ON A THEME OF PAGANINI"
"247144","MERRYMAKERS, THE"
"247148","TOY CONCERTINO"
"247152","Bernard / LITTLE WHITE DUCK, THE"
"247156","TURTLE, THE"
"247160","CHILDREN'S AND HOLIDAY SONGS (UNKNOWN)"
"247164","SOPHOCLES THE HYENA: A STORY WITH MUSIC"
"247168","CHRISTMAS FESTIVAL, A (ORCHESTRA)"
"247182","ANDANTE FOR VIOLIN AND ORCHESTRA, OP.5"
"247199","LADY BE GOOD: MAN I LOVE (ORCH) (ARR. Van Cleave)"
"247204","PORGY AND BESS: OH BESS, WHERE'S MY BESS (ORCH.) (ARR. Huxley)"
"247205","LADY BE GOOD: FASCINATING RHYTHM (ARR. Glover)"
"247206","STRIKE UP THE BAND: STRIKE UP THE BAND (ARR. Rose)"
"247250","CONCERTO A QUATTRO, D MAJOR, OP. 11, NO. 8 (ARR. Barblan)"
"247253","FANTASIA QUASI PASSACAGLIA"
"247300","PEZZO CONCERTANTE, 2 VL, VA"
"247336","CONCERTO, CELLO, NO. 2, A MINOR"
"247338","FANATICO PER GLI ANTICHI ROMANI, IL"
"247346","SONG OF FREEDOM"
"247358","ON THE TOWN"
"247376","BATTLE HYMN OF THE REPUBLIC (ARR. Wilhousky)"
"247426","PIECES, TWO, FOR STRING OCTET, OP. 11"
"247511","SYMPHONY NO. 6"
"247521","SHOWPIECE"
"247528","CONCERTO, VIOLIN, NO. 1, BB 48A"
"247545","ON A QUIET THEME"
"247582","CAMBODIAN SUITE"
"247602","CONCERTO, VIOLIN, G MINOR, RV 315 (SUMMER FROM THE FOUR SEASONS)"
